city,slug,date,day_of_week,max_total_booked_hours,max_captured_at
granburytx,granburytx,2026-02-11,Wednesday,11.0,2026-02-11T22:52:39
grand-prairie-tx,grand-prairie-tx,2026-02-11,Wednesday,22.0,2026-02-11T23:25:42
houstonheightstx,houstonheightstx,2026-02-11,Wednesday,44.0,2026-02-11T22:14:28
houston-memorial-tx,houston-memorial-tx,2026-02-11,Wednesday,44.5,2026-02-11T15:40:40
katy-tx,katy-tx,2026-02-11,Wednesday,26.0,2026-02-11T06:18:20
kellertx,kellertx,2026-02-11,Wednesday,29.0,2026-02-11T21:00:33
lubbock-tx,lubbock-tx,2026-02-11,Wednesday,18.5,2026-02-11T22:52:39
woodlands-houston-tx,woodlands-houston-tx,2026-02-11,Wednesday,33.0,2026-02-11T18:40:41
mckinney-tx,mckinney-tx,2026-02-11,Wednesday,16.0,2026-02-11T23:25:42
midlandtx,midlandtx,2026-02-11,Wednesday,63.0,2026-02-11T22:52:39
east-odessa-tx,east-odessa-tx,2026-02-11,Wednesday,0.0,2026-02-11T00:04:47
planowesttx,planowesttx,2026-02-11,Wednesday,28.5,2026-02-11T22:52:39
round-rock-tx,round-rock-tx,2026-02-11,Wednesday,0.0,2026-02-11T00:04:47
shenandoah-tx,shenandoah-tx,2026-02-11,Wednesday,0.0,2026-02-11T00:04:47
sherman-tx,sherman-tx,2026-02-11,Wednesday,22.5,2026-02-11T23:25:42
spring-tx,spring-tx,2026-02-11,Wednesday,15.5,2026-02-11T21:00:33
tylersouthtx,tylersouthtx,2026-02-11,Wednesday,59.0,2026-02-11T23:25:42
americanforkut,americanforkut,2026-02-11,Wednesday,53.5,2026-02-11T03:23:01
cedarcity,cedarcity,2026-02-11,Wednesday,33.5,2026-02-11T19:42:51
layton-ut,layton-ut,2026-02-11,Wednesday,23.0,2026-02-11T23:25:42
lehiut,lehiut,2026-02-11,Wednesday,49.5,2026-02-11T23:53:32
millcreekut,millcreekut,2026-02-11,Wednesday,18.0,2026-02-11T13:38:59
murrayut,murrayut,2026-02-11,Wednesday,21.5,2026-02-11T22:52:39
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-02-11,Wednesday,32.0,2026-02-11T21:44:18
ogden-riverdale-ut,ogden-riverdale-ut,2026-02-11,Wednesday,25.0,2026-02-11T23:25:42
orem-ut,orem-ut,2026-02-11,Wednesday,37.5,2026-02-11T22:52:39
richfield,richfield,2026-02-11,Wednesday,15.0,2026-02-11T22:52:39
sandyut,sandyut,2026-02-11,Wednesday,54.0,2026-02-11T22:14:28
spanishforkut,spanishforkut,2026-02-11,Wednesday,31.0,2026-02-11T16:43:33
stgeorgeut,stgeorgeut,2026-02-11,Wednesday,20.5,2026-02-11T23:53:32
st-george-ut-river-rd,st-george-ut-river-rd,2026-02-11,Wednesday,18.5,2026-02-11T18:40:41
st-george-ut-sunset,st-george-ut-sunset,2026-02-11,Wednesday,13.5,2026-02-11T23:25:42
lynchburg-va,lynchburg-va,2026-02-11,Wednesday,56.0,2026-02-11T22:52:39
midlothian-va,midlothian-va,2026-02-11,Wednesday,0.0,2026-02-11T00:04:47
virginia-beach-va-courthouse,virginia-beach-va-courthouse,2026-02-11,Wednesday,0.0,2026-02-11T00:04:47
birminghamal,birminghamal,2026-02-12,Thursday,24.0,2026-02-12T22:16:59
huntsville-al-research-park,huntsville-al-research-park,2026-02-12,Thursday,11.0,2026-02-12T19:20:26
fayetteville-ar,fayetteville-ar,2026-02-12,Thursday,14.0,2026-02-12T19:55:25
chandleraz,chandleraz,2026-02-12,Thursday,28.0,2026-02-12T22:52:31
southchandleraz,southchandleraz,2026-02-12,Thursday,41.0,2026-02-12T23:22:14
gilbertaz,gilbertaz,2026-02-12,Thursday,44.5,2026-02-12T23:22:14
glendaleaz,glendaleaz,2026-02-12,Thursday,34.0,2026-02-12T22:52:31
goodyear-az,goodyear-az,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
lake-havasu-city-az,lake-havasu-city-az,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
mesa-az-east,mesa-az-east,2026-02-12,Thursday,6.5,2026-02-12T21:47:23
paradise-valley-az,paradise-valley-az,2026-02-12,Thursday,5.0,2026-02-12T22:52:31
glendale-az-peoria,glendale-az-peoria,2026-02-12,Thursday,21.0,2026-02-12T23:51:44
scottsdaleaz,scottsdaleaz,2026-02-12,Thursday,53.0,2026-02-12T22:52:31
scottsdale-az-north,scottsdale-az-north,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
surpriseaz,surpriseaz,2026-02-12,Thursday,19.5,2026-02-12T23:51:44
talkingstickaz,talkingstickaz,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
tempeaz,tempeaz,2026-02-12,Thursday,20.5,2026-02-12T22:52:31
carlsbadca,carlsbadca,2026-02-12,Thursday,21.0,2026-02-12T20:36:53
rancho-mirage-ca,rancho-mirage-ca,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
fort-collins-timnath-co,fort-collins-timnath-co,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
invernessco,invernessco,2026-02-12,Thursday,42.5,2026-02-12T18:10:13
littleton-co,littleton-co,2026-02-12,Thursday,29.5,2026-02-12T21:47:23
loveland-co-johnstown,loveland-co-johnstown,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
colorado-springs-northgate,colorado-springs-northgate,2026-02-12,Thursday,20.0,2026-02-12T04:22:52
pueblowestco,pueblowestco,2026-02-12,Thursday,28.0,2026-02-12T23:22:14
westminster-co,westminster-co,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
wilmingtonde,wilmingtonde,2026-02-12,Thursday,56.5,2026-02-12T21:47:23
boca-raton-fl-west,boca-raton-fl-west,2026-02-12,Thursday,2.0,2026-02-12T22:16:59
bradentonfl,bradentonfl,2026-02-12,Thursday,23.0,2026-02-12T23:22:14
jacksonvillebeachfl,jacksonvillebeachfl,2026-02-12,Thursday,19.0,2026-02-12T17:16:50
miramarbeach,miramarbeach,2026-02-12,Thursday,28.0,2026-02-12T22:16:59
naplesfl,naplesfl,2026-02-12,Thursday,27.0,2026-02-12T22:52:31
naples-fl-north,naples-fl-north,2026-02-12,Thursday,5.0,2026-02-12T20:36:53
oldsmarfl,oldsmarfl,2026-02-12,Thursday,32.0,2026-02-12T23:51:44
orlando-fl-waterford-lakes,orlando-fl-waterford-lakes,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
ponte-vedra-fl,ponte-vedra-fl,2026-02-12,Thursday,15.5,2026-02-12T23:51:44
port-charlotte-fl,port-charlotte-fl,2026-02-12,Thursday,18.5,2026-02-12T23:22:14
spring-hill-fl,spring-hill-fl,2026-02-12,Thursday,32.5,2026-02-12T21:47:23
st-augustine-fl,st-augustine-fl,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
alpharetta-ga,alpharetta-ga,2026-02-12,Thursday,17.5,2026-02-12T22:16:59
westmidtownga,westmidtownga,2026-02-12,Thursday,27.0,2026-02-12T23:51:44
augustaga,augustaga,2026-02-12,Thursday,35.0,2026-02-12T22:52:31
braseltonga,braseltonga,2026-02-12,Thursday,37.0,2026-02-12T18:10:13
dacula-ga,dacula-ga,2026-02-12,Thursday,14.0,2026-02-12T22:16:59
mcdonoughga,mcdonoughga,2026-02-12,Thursday,5.0,2026-02-12T23:51:44
warnerrobinsga,warnerrobinsga,2026-02-12,Thursday,32.0,2026-02-12T21:47:23
woodstock-ga,woodstock-ga,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
cedar-rapids-ia,cedar-rapids-ia,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
ankeny-ia,ankeny-ia,2026-02-12,Thursday,27.0,2026-02-12T21:47:23
des-moines-ia-downtown,des-moines-ia-downtown,2026-02-12,Thursday,9.0,2026-02-12T18:10:13
des-moines-waukee-ia,des-moines-waukee-ia,2026-02-12,Thursday,16.5,2026-02-12T23:22:14
boise-id,boise-id,2026-02-12,Thursday,45.0,2026-02-12T08:27:04
meridian-id,meridian-id,2026-02-12,Thursday,39.5,2026-02-12T16:09:33
carmelin,carmelin,2026-02-12,Thursday,39.5,2026-02-12T23:51:44
fishers-in,fishers-in,2026-02-12,Thursday,47.5,2026-02-12T18:10:13
kansas-city-leawood,kansas-city-leawood,2026-02-12,Thursday,33.5,2026-02-12T19:20:26
overlandparkks,overlandparkks,2026-02-12,Thursday,40.5,2026-02-12T15:10:12
ascension-la,ascension-la,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
baton-rouge-st-george,baton-rouge-st-george,2026-02-12,Thursday,18.0,2026-02-12T19:20:26
shreveport-la-south,shreveport-la-south,2026-02-12,Thursday,34.5,2026-02-12T22:16:59
maynardma,maynardma,2026-02-12,Thursday,39.5,2026-02-12T22:52:31
southborough-ma,southborough-ma,2026-02-12,Thursday,68.5,2026-02-12T18:10:13
crofton-md,crofton-md,2026-02-12,Thursday,44.5,2026-02-12T20:36:53
towson-baltimore-md,towson-baltimore-md,2026-02-12,Thursday,43.5,2026-02-12T23:51:44
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
clarkstonmi,clarkstonmi,2026-02-12,Thursday,23.5,2026-02-12T16:09:33
farmington-mi,farmington-mi,2026-02-12,Thursday,34.0,2026-02-12T19:20:26
grand-blanc-mi,grand-blanc-mi,2026-02-12,Thursday,31.0,2026-02-12T22:16:59
jackson-mi,jackson-mi,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
lansing-mi,lansing-mi,2026-02-12,Thursday,47.0,2026-02-12T18:10:13
livonia-mi,livonia-mi,2026-02-12,Thursday,48.0,2026-02-12T21:04:22
novi-mi,novi-mi,2026-02-12,Thursday,4.0,2026-02-12T22:16:59
rochester-hills-mi,rochester-hills-mi,2026-02-12,Thursday,30.5,2026-02-12T18:10:13
troy-mi,troy-mi,2026-02-12,Thursday,38.5,2026-02-12T18:10:13
west-bloomfield-mi,west-bloomfield-mi,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-02-12,Thursday,11.0,2026-02-12T22:16:59
liberty-mo,liberty-mo,2026-02-12,Thursday,18.0,2026-02-12T22:52:31
rollamo,rollamo,2026-02-12,Thursday,21.0,2026-02-12T23:51:44
bozemanmt,bozemanmt,2026-02-12,Thursday,44.0,2026-02-12T23:22:14
chapel-hill-nc,chapel-hill-nc,2026-02-12,Thursday,30.0,2026-02-12T23:22:14
raleigh-nc-north,raleigh-nc-north,2026-02-12,Thursday,16.5,2026-02-12T21:04:22
lincoln-ne-south,lincoln-ne-south,2026-02-12,Thursday,42.5,2026-02-12T23:22:14
omahane,omahane,2026-02-12,Thursday,51.5,2026-02-12T17:16:50
papillionne,papillionne,2026-02-12,Thursday,24.5,2026-02-12T18:10:13
howell-nj,howell-nj,2026-02-12,Thursday,32.0,2026-02-12T22:52:31
pomptonplainsnj,pomptonplainsnj,2026-02-12,Thursday,51.5,2026-02-12T22:52:31
princetonnj,princetonnj,2026-02-12,Thursday,41.0,2026-02-12T21:47:23
toms-river-nj,toms-river-nj,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
lascruces-nm,lascruces-nm,2026-02-12,Thursday,21.0,2026-02-12T22:52:31
hendersonnv,hendersonnv,2026-02-12,Thursday,35.0,2026-02-12T22:52:31
mesquitenv,mesquitenv,2026-02-12,Thursday,23.0,2026-02-12T16:09:33
southsummerlinnv,southsummerlinnv,2026-02-12,Thursday,32.0,2026-02-12T21:04:22
summerlinlasvegasnv,summerlinlasvegasnv,2026-02-12,Thursday,29.5,2026-02-12T21:04:22
bethpage-ny,bethpage-ny,2026-02-12,Thursday,46.5,2026-02-12T09:26:44
fivetowns-ny,fivetowns-ny,2026-02-12,Thursday,29.0,2026-02-12T13:10:40
brunswickoh,brunswickoh,2026-02-12,Thursday,57.0,2026-02-12T21:04:22
chardonoh,chardonoh,2026-02-12,Thursday,33.5,2026-02-12T23:22:14
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-02-12,Thursday,34.5,2026-02-12T21:47:23
north-canton-oh,north-canton-oh,2026-02-12,Thursday,48.5,2026-02-12T05:45:10
woosteroh,woosteroh,2026-02-12,Thursday,39.0,2026-02-12T21:47:23
jenks-ok,jenks-ok,2026-02-12,Thursday,11.0,2026-02-12T19:55:25
tulsa-ok-southern-hills,tulsa-ok-southern-hills,2026-02-12,Thursday,17.5,2026-02-12T23:51:44
clackamas-or,clackamas-or,2026-02-12,Thursday,23.0,2026-02-12T16:09:33
eugeneor,eugeneor,2026-02-12,Thursday,55.5,2026-02-12T19:20:26
salem-keizer-or,salem-keizer-or,2026-02-12,Thursday,32.5,2026-02-12T22:16:59
sherwoodor,sherwoodor,2026-02-12,Thursday,42.0,2026-02-12T22:52:31
paoli-pa,paoli-pa,2026-02-12,Thursday,30.5,2026-02-12T23:22:14
yardley-pa,yardley-pa,2026-02-12,Thursday,39.0,2026-02-12T15:10:12
york-pa,york-pa,2026-02-12,Thursday,59.0,2026-02-12T19:20:26
aikensc,aikensc,2026-02-12,Thursday,33.0,2026-02-12T23:51:44
spartanburgsc,spartanburgsc,2026-02-12,Thursday,36.0,2026-02-12T21:04:22
sioux-falls-sd-south,sioux-falls-sd-south,2026-02-12,Thursday,37.5,2026-02-12T19:55:25
chattanoogatn,chattanoogatn,2026-02-12,Thursday,23.0,2026-02-12T19:20:26
clarksvilletn,clarksvilletn,2026-02-12,Thursday,58.0,2026-02-12T20:36:53
cleveland-tn,cleveland-tn,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
franklintn,franklintn,2026-02-12,Thursday,23.5,2026-02-12T22:52:31
knoxvilletn,knoxvilletn,2026-02-12,Thursday,51.0,2026-02-12T17:16:50
memphis-tn-collierville,memphis-tn-collierville,2026-02-12,Thursday,24.0,2026-02-12T14:16:22
mt-juliet-tn,mt-juliet-tn,2026-02-12,Thursday,31.5,2026-02-12T21:04:22
nashville-bellevue-tn,nashville-bellevue-tn,2026-02-12,Thursday,8.5,2026-02-12T21:04:22
spring-hill-tn-north,spring-hill-tn-north,2026-02-12,Thursday,28.0,2026-02-12T22:52:31
aledo-willow-park-tx,aledo-willow-park-tx,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
allen-tx,allen-tx,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
amarillo-tx,amarillo-tx,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
arlington-tx-south,arlington-tx-south,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
houston-atascocita-tx,houston-atascocita-tx,2026-02-12,Thursday,31.5,2026-02-12T19:55:25
eastaustintx,eastaustintx,2026-02-12,Thursday,38.5,2026-02-12T20:36:53
southwestaustintx,southwestaustintx,2026-02-12,Thursday,23.0,2026-02-12T23:22:14
austin-tx-westlake,austin-tx-westlake,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
cedar-park-tx-lakeline,cedar-park-tx-lakeline,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
colleyville-tx,colleyville-tx,2026-02-12,Thursday,22.0,2026-02-12T22:52:31
denton-tx,denton-tx,2026-02-12,Thursday,15.5,2026-02-12T22:52:31
flowermoundtx,flowermoundtx,2026-02-12,Thursday,30.0,2026-02-12T23:22:14
fulshear-tx,fulshear-tx,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
granburytx,granburytx,2026-02-12,Thursday,10.0,2026-02-12T22:16:59
grand-prairie-tx,grand-prairie-tx,2026-02-12,Thursday,20.5,2026-02-12T22:52:31
houstonheightstx,houstonheightstx,2026-02-12,Thursday,42.0,2026-02-12T19:20:26
houston-memorial-tx,houston-memorial-tx,2026-02-12,Thursday,42.0,2026-02-12T16:09:33
katy-tx,katy-tx,2026-02-12,Thursday,35.0,2026-02-12T23:51:44
kellertx,kellertx,2026-02-12,Thursday,30.0,2026-02-12T23:51:44
lubbock-tx,lubbock-tx,2026-02-12,Thursday,21.5,2026-02-12T04:22:52
woodlands-houston-tx,woodlands-houston-tx,2026-02-12,Thursday,29.0,2026-02-12T22:52:31
mckinney-tx,mckinney-tx,2026-02-12,Thursday,11.0,2026-02-12T19:55:25
midlandtx,midlandtx,2026-02-12,Thursday,49.5,2026-02-12T21:47:23
east-odessa-tx,east-odessa-tx,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
planowesttx,planowesttx,2026-02-12,Thursday,29.5,2026-02-12T21:04:22
round-rock-tx,round-rock-tx,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
shenandoah-tx,shenandoah-tx,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
sherman-tx,sherman-tx,2026-02-12,Thursday,17.5,2026-02-12T17:16:50
spring-tx,spring-tx,2026-02-12,Thursday,4.0,2026-02-12T23:22:14
tylersouthtx,tylersouthtx,2026-02-12,Thursday,51.5,2026-02-12T23:22:14
americanforkut,americanforkut,2026-02-12,Thursday,51.5,2026-02-12T17:16:50
cedarcity,cedarcity,2026-02-12,Thursday,37.0,2026-02-12T21:47:23
layton-ut,layton-ut,2026-02-12,Thursday,22.0,2026-02-12T19:55:25
lehiut,lehiut,2026-02-12,Thursday,44.5,2026-02-12T15:10:12
millcreekut,millcreekut,2026-02-12,Thursday,18.5,2026-02-12T04:22:52
murrayut,murrayut,2026-02-12,Thursday,16.0,2026-02-12T23:22:14
ogden-pleasant-view-ut,ogden-pleasant-view-ut,2026-02-12,Thursday,33.5,2026-02-12T21:04:22
ogden-riverdale-ut,ogden-riverdale-ut,2026-02-12,Thursday,16.0,2026-02-12T23:51:44
orem-ut,orem-ut,2026-02-12,Thursday,42.5,2026-02-12T23:22:14
richfield,richfield,2026-02-12,Thursday,6.5,2026-02-12T17:16:50
sandyut,sandyut,2026-02-12,Thursday,39.0,2026-02-12T22:52:31
spanishforkut,spanishforkut,2026-02-12,Thursday,34.5,2026-02-12T22:52:31
stgeorgeut,stgeorgeut,2026-02-12,Thursday,16.0,2026-02-12T23:51:44
st-george-ut-river-rd,st-george-ut-river-rd,2026-02-12,Thursday,24.0,2026-02-12T22:16:59
st-george-ut-sunset,st-george-ut-sunset,2026-02-12,Thursday,20.0,2026-02-12T22:52:31
lynchburg-va,lynchburg-va,2026-02-12,Thursday,54.0,2026-02-12T21:04:22
midlothian-va,midlothian-va,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
virginia-beach-va-courthouse,virginia-beach-va-courthouse,2026-02-12,Thursday,0.0,2026-02-12T01:53:47
dayton-oh-centerville,dayton-oh-centerville,2026-02-12,Thursday,0.0,2026-02-12T19:20:26
hudson-wi,hudson-wi,2026-02-12,Thursday,0.0,2026-02-12T19:20:26
suwanee-ga,suwanee-ga,2026-02-12,Thursday,0.0,2026-02-12T19:55:25
evansville-in-east,evansville-in-east,2026-02-12,Thursday,0.0,2026-02-12T19:55:25
birminghamal,birminghamal,2026-02-13,Friday,25.0,2026-02-13T23:17:40
huntsville-al-research-park,huntsville-al-research-park,2026-02-13,Friday,11.0,2026-02-13T17:54:08
fayetteville-ar,fayetteville-ar,2026-02-13,Friday,13.0,2026-02-13T23:17:40
chandleraz,chandleraz,2026-02-13,Friday,21.0,2026-02-13T20:03:00
southchandleraz,southchandleraz,2026-02-13,Friday,34.5,2026-02-13T19:31:56
gilbertaz,gilbertaz,2026-02-13,Friday,48.0,2026-02-13T23:48:38
glendaleaz,glendaleaz,2026-02-13,Friday,43.0,2026-02-13T05:25:13
goodyear-az,goodyear-az,2026-02-13,Friday,0.0,2026-02-13T01:21:46
lake-havasu-city-az,lake-havasu-city-az,2026-02-13,Friday,0.0,2026-02-13T01:21:46
mesa-az-east,mesa-az-east,2026-02-13,Friday,4.0,2026-02-13T19:31:56
paradise-valley-az,paradise-valley-az,2026-02-13,Friday,18.5,2026-02-13T22:47:42
glendale-az-peoria,glendale-az-peoria,2026-02-13,Friday,22.5,2026-02-13T23:17:40
scottsdaleaz,scottsdaleaz,2026-02-13,Friday,54.5,2026-02-13T23:48:38
scottsdale-az-north,scottsdale-az-north,2026-02-13,Friday,0.0,2026-02-13T01:21:46
surpriseaz,surpriseaz,2026-02-13,Friday,18.0,2026-02-13T20:03:00
talkingstickaz,talkingstickaz,2026-02-13,Friday,0.0,2026-02-13T01:21:46
tempeaz,tempeaz,2026-02-13,Friday,18.0,2026-02-13T23:48:38
carlsbadca,carlsbadca,2026-02-13,Friday,12.0,2026-02-13T21:30:32
rancho-mirage-ca,rancho-mirage-ca,2026-02-13,Friday,0.0,2026-02-13T01:21:46
fort-collins-timnath-co,fort-collins-timnath-co,2026-02-13,Friday,0.0,2026-02-13T01:21:46
invernessco,invernessco,2026-02-13,Friday,36.0,2026-02-13T23:17:40
littleton-co,littleton-co,2026-02-13,Friday,31.5,2026-02-13T18:44:07
loveland-co-johnstown,loveland-co-johnstown,2026-02-13,Friday,0.0,2026-02-13T01:21:46
colorado-springs-northgate,colorado-springs-northgate,2026-02-13,Friday,27.0,2026-02-13T18:44:07
pueblowestco,pueblowestco,2026-02-13,Friday,39.5,2026-02-13T20:53:22
westminster-co,westminster-co,2026-02-13,Friday,0.0,2026-02-13T01:21:46
wilmingtonde,wilmingtonde,2026-02-13,Friday,57.0,2026-02-13T20:03:00
boca-raton-fl-west,boca-raton-fl-west,2026-02-13,Friday,3.0,2026-02-13T15:25:57
bradentonfl,bradentonfl,2026-02-13,Friday,29.5,2026-02-13T22:02:02
jacksonvillebeachfl,jacksonvillebeachfl,2026-02-13,Friday,25.0,2026-02-13T23:17:40
miramarbeach,miramarbeach,2026-02-13,Friday,32.5,2026-02-13T23:48:38
naplesfl,naplesfl,2026-02-13,Friday,29.5,2026-02-13T23:48:38
naples-fl-north,naples-fl-north,2026-02-13,Friday,15.0,2026-02-13T22:47:42
oldsmarfl,oldsmarfl,2026-02-13,Friday,29.0,2026-02-13T23:17:40
orlando-fl-waterford-lakes,orlando-fl-waterford-lakes,2026-02-13,Friday,0.0,2026-02-13T01:21:46
ponte-vedra-fl,ponte-vedra-fl,2026-02-13,Friday,16.0,2026-02-13T14:37:05
port-charlotte-fl,port-charlotte-fl,2026-02-13,Friday,27.5,2026-02-13T23:48:38
spring-hill-fl,spring-hill-fl,2026-02-13,Friday,27.0,2026-02-13T23:48:38
st-augustine-fl,st-augustine-fl,2026-02-13,Friday,0.0,2026-02-13T01:21:46
alpharetta-ga,alpharetta-ga,2026-02-13,Friday,14.5,2026-02-13T12:49:36
westmidtownga,westmidtownga,2026-02-13,Friday,36.5,2026-02-13T23:48:38
augustaga,augustaga,2026-02-13,Friday,35.0,2026-02-13T15:25:57
braseltonga,braseltonga,2026-02-13,Friday,36.0,2026-02-13T21:30:32
dacula-ga,dacula-ga,2026-02-13,Friday,28.5,2026-02-13T22:47:42
mcdonoughga,mcdonoughga,2026-02-13,Friday,11.0,2026-02-13T23:48:38
suwanee-ga,suwanee-ga,2026-02-13,Friday,0.0,2026-02-13T01:21:46
warnerrobinsga,warnerrobinsga,2026-02-13,Friday,38.0,2026-02-13T21:30:32
woodstock-ga,woodstock-ga,2026-02-13,Friday,0.0,2026-02-13T01:21:46
cedar-rapids-ia,cedar-rapids-ia,2026-02-13,Friday,0.0,2026-02-13T01:21:46
ankeny-ia,ankeny-ia,2026-02-13,Friday,24.5,2026-02-13T22:47:42
des-moines-ia-downtown,des-moines-ia-downtown,2026-02-13,Friday,17.0,2026-02-13T22:02:02
des-moines-waukee-ia,des-moines-waukee-ia,2026-02-13,Friday,18.5,2026-02-13T23:48:38
boise-id,boise-id,2026-02-13,Friday,45.5,2026-02-13T19:31:56
meridian-id,meridian-id,2026-02-13,Friday,42.0,2026-02-13T20:53:22
carmelin,carmelin,2026-02-13,Friday,43.0,2026-02-13T23:48:38
evansville-in-east,evansville-in-east,2026-02-13,Friday,0.0,2026-02-13T01:21:46
fishers-in,fishers-in,2026-02-13,Friday,55.5,2026-02-13T19:31:56
kansas-city-leawood,kansas-city-leawood,2026-02-13,Friday,35.0,2026-02-13T18:44:07
overlandparkks,overlandparkks,2026-02-13,Friday,46.5,2026-02-13T06:35:26
ascension-la,ascension-la,2026-02-13,Friday,0.0,2026-02-13T01:21:46
baton-rouge-st-george,baton-rouge-st-george,2026-02-13,Friday,7.0,2026-02-13T23:17:40
shreveport-la-south,shreveport-la-south,2026-02-13,Friday,21.0,2026-02-13T23:48:38
maynardma,maynardma,2026-02-13,Friday,42.0,2026-02-13T23:48:38
southborough-ma,southborough-ma,2026-02-13,Friday,64.5,2026-02-13T23:17:40
crofton-md,crofton-md,2026-02-13,Friday,54.0,2026-02-13T22:47:42
towson-baltimore-md,towson-baltimore-md,2026-02-13,Friday,40.5,2026-02-13T19:31:56
white-marsh-baltimore-md,white-marsh-baltimore-md,2026-02-13,Friday,0.0,2026-02-13T01:21:46
clarkstonmi,clarkstonmi,2026-02-13,Friday,36.5,2026-02-13T20:53:22
farmington-mi,farmington-mi,2026-02-13,Friday,37.5,2026-02-13T17:54:08
grand-blanc-mi,grand-blanc-mi,2026-02-13,Friday,38.0,2026-02-13T20:03:00
jackson-mi,jackson-mi,2026-02-13,Friday,0.0,2026-02-13T01:21:46
lansing-mi,lansing-mi,2026-02-13,Friday,62.0,2026-02-13T22:02:02
livonia-mi,livonia-mi,2026-02-13,Friday,48.0,2026-02-13T19:31:56
novi-mi,novi-mi,2026-02-13,Friday,3.5,2026-02-13T14:37:05
rochester-hills-mi,rochester-hills-mi,2026-02-13,Friday,37.5,2026-02-13T21:30:32
troy-mi,troy-mi,2026-02-13,Friday,46.5,2026-02-13T18:44:07
west-bloomfield-mi,west-bloomfield-mi,2026-02-13,Friday,0.0,2026-02-13T01:21:46
st-louis-crestwood-mo,st-louis-crestwood-mo,2026-02-13,Friday,26.0,2026-02-13T23:17:40
liberty-mo,liberty-mo,2026-02-13,Friday,15.5,2026-02-13T17:54:08
rollamo,rollamo,2026-02-13,Friday,32.0,2026-02-13T23:48:38
bozemanmt,bozemanmt,2026-02-13,Friday,49.0,2026-02-13T17:54:08
chapel-hill-nc,chapel-hill-nc,2026-02-13,Friday,33.0,2026-02-13T22:02:02
raleigh-nc-north,raleigh-nc-north,2026-02-13,Friday,22.0,2026-02-13T21:30:32
lincoln-ne-south,lincoln-ne-south,2026-02-13,Friday,35.0,2026-02-13T20:53:22
omahane,omahane,2026-02-13,Friday,49.5,2026-02-13T22:02:02
papillionne,papillionne,2026-02-13,Friday,31.0,2026-02-13T05:25:13
howell-nj,howell-nj,2026-02-13,Friday,22.0,2026-02-13T22:47:42
pomptonplainsnj,pomptonplainsnj,2026-02-13,Friday,78.0,2026-02-13T17:54:08
princetonnj,princetonnj,2026-02-13,Friday,46.0,2026-02-13T22:47:42
toms-river-nj,toms-river-nj,2026-02-13,Friday,0.0,2026-02-13T01:21:46
lascruces-nm,lascruces-nm,2026-02-13,Friday,32.0,2026-02-13T21:30:32
hendersonnv,hendersonnv,2026-02-13,Friday,28.0,2026-02-13T22:47:42
mesquitenv,mesquitenv,2026-02-13,Friday,21.0,2026-02-13T22:47:42
southsummerlinnv,southsummerlinnv,2026-02-13,Friday,35.0,2026-02-13T23:17:40
summerlinlasvegasnv,summerlinlasvegasnv,2026-02-13,Friday,24.0,2026-02-13T22:02:02
bethpage-ny,bethpage-ny,2026-02-13,Friday,51.5,2026-02-13T05:25:13
fivetowns-ny,fivetowns-ny,2026-02-13,Friday,24.5,2026-02-13T17:05:32
brunswickoh,brunswickoh,2026-02-13,Friday,59.0,2026-02-13T18:44:07
chardonoh,chardonoh,2026-02-13,Friday,30.5,2026-02-13T23:48:38
columbus-upper-arlington-oh,columbus-upper-arlington-oh,2026-02-13,Friday,46.0,2026-02-13T23:17:40
dayton-oh-centerville,dayton-oh-centerville,2026-02-13,Friday,0.0,2026-02-13T01:21:46
